,id,tweet,Majority_Sentiment
1370,89790941,@username ikpu nne gi na nna gi have stopped  dispensing cash now,Abuse
1371,89790942,ndị na-egbu mmadụ ka ọkụkọ mata na onye loro mkpụrụ udara ga-anyụ ya anyụ #igbu ndị ụka. ##url,Normal
1372,89790943,@username kitikpa gbagbuo gi there oga. selfish being!,Abuse
1373,89790944,"a king! you had me on for a moment there ngl but it made the laughter at the end more hilarious.  nwata chọba nke ya ọbụrụ ajọ nwa!   anyị mana ọnọdụ ugo n'ewe egbe iwe ya mere igbo bụ igbo jiri wee kwuo sị ""egbe bere, ugo bere. nke sị ibe ya ebena, nku kwaa ya"" ##url",Normal
1374,89790945,@username respect? ụsụ raakwa nne gị,Abuse
1375,89790946,@username ngige onye nzuzu,Abuse
1376,89790947,@username ji si ike n’ezu zu. e chetaram otu efulefu di ka gi ana akpo joe igbowe.kedu ebe o no ugbu a?udele g’eri gi na ndu onye iberibe,Abuse
1377,89790948,"@username lmaoo.   you na low budget ekwensu, 2003 model.",Abuse
1378,89790949,"@username atụrụ, onye iberibe banza",Abuse
1379,89790950,@username ịfụ lu onye agwụ ji sịrị ike..,Abuse
1380,89790951,@username itara akwu ka obu ka ezegi di?? taaa mechie onu there. ewu kambia,Abuse
1381,89790952,@username ọnụ ọjọọ  i don't know gị na chuu who is worse 🤣🤣,Abuse
1382,89790953,@username the real mkpi 🐐 ##url,Abuse
1383,89790954,"@username akpa amu gi dia my brother from the west,, i am not surprised, majority of ndi ofe mmanu bu anu mpama",Hate
1384,89790955,@username e pain am. mkpi 🤣,Abuse
1385,89790956,@username 🤣🤣 ejiofor deceived dos ndi akpiri ogologo plus because they are criminal minded,Abuse
1386,89790957,@username profile picture o nke nne gi! otele!,Abuse
1387,89790958,@username ikpu nne gi should wait for her turn nkita ara,Abuse
1388,89790959,@username kedu onumara gi na ehime mbano. onye but nna gi,Normal
1389,89790960,isi ewu rt @username : isi nkita.. nama!!rt @username : onye ara! ewu rt @username okoko!!rt @username : lmao! ode,Abuse
1390,89790961,@username negodi nkita ara na si madu ebena akwa itiboribo,Abuse
1391,89790962,@username go tell them that one for nwanyi owerri isi ewu joint..😁,Normal
1392,89790963,"enyi, n’agbanyeghị na mmehie anyị na-acha uhie uhie dị ka akpụkpọ onye ekpenta nke na-ereka kwa ụbọchị wee daa, jehova nwere ike ịgbaghara anyị ka e weghachi anyị ka akpụkpọ ahụ dị ọcha dị ka ajị atụrụ....",Normal
1393,89790964,"@username ezii na ata afo anu ka ibu  nkapi isii 🐀,  nwoke na eyii pampers 😁 okpo ntu 😁 meeé ka ije ka ana ama gi amu na ike  choice less mmadu , igwe mkpuru mmiri, nkita ara",Abuse
1394,89790965,"@username lol, onye iberibe",Abuse
1395,89790966,ajọ nwa si owerri ba nne ya afọ 🤪,Abuse
1396,89790967,"@username olodo, oloshi, onye ara, isi nkita, isi ewu, okuko, isi adiro gi n'ma. rubbish",Abuse
1397,89790968,ana enwe obodo enwe!!!,Normal
1398,89790969,"ubosi ozo onye obuna ga emepe onu si gi na inwere “igbo accent”, chia ya ochi, kpo ya “onye iberibe”!! taaa ga nodu ala!!😕",Abuse
1399,89790970,@username onye nzuzu onye iberibe i n'arụ aka n'ike na esi na imi,Abuse
1400,89790971,@username kitipka lachaa gi anya. odoku mmuo. atarom gi. nkita ara,Abuse
1401,89790972,"le kwe ooo! ndi nlc, ndi akpiri ogologo' ##url",Abuse
1402,89790973,@username eziokwu o  hapu di onye mgbu biko😂,Abuse
1403,89790974,anyị nwere ike ịhụ na asụsụ anyị nwere ike ịnwụ. ka anyi lee ihe anyi nwere ike ime iji mee ka asusu anyi di ndu.   #igbonotindonesian #africanlanguagesmatter #smwlagos #africanlanguages #igbo #culturalpreservation,Normal
1404,89790975,@username ndị mmanụ nwéré ọnụ ọjọọ,Abuse
1405,89790976,@username nna gi bu onye ori. anu ofia.,Abuse
1406,89790977,"@username ewu awusa, udele aba, ezi bida",Abuse
1407,89790978,@username you didn't even tag an igbo person. taa.. m kitikpa gbagbuo gi there,Abuse
1408,89790979,@username i do? hmmm... rapu ndi ofe mmanu. lol,Hate
1409,89790980,"onye kwe, chi ya ekwe. ọsụkọsụ nwa mkpi is not a virtue.",Normal
1410,89790981,"@username bịa mpa edu, why are you like this nah.. ajọ nwa..😂😂😂 na my daughter o",Abuse
1411,89790982,"@username ilu 25:14 onye o bula na eji mpopo si na o nwere ihe o na-enweghi, di ka iru igwe n'ikuku na-enweghi mmiri ozuzo.  ndi mmadu no n'ogbe a ga e me ka i chee na i naghi eme ofuma, ma o buru na i soro uzo na-ezighi ezi nke ha keputara.  onye aririo na-azuru nwunye ya ugbo ala.",Normal
1412,89790983,@username rie ebule na nna gi na akpa aturu.,Normal
1413,89790984,@username face the truth asịrị nwaanyị,Abuse
1414,89790985,@username 🙌🙌🙌agụ nwaanyị ❤️❤️❤️🥰,Normal
1415,89790986,oke ogo ndi ofe mmanu ##url,Hate
1416,89790987,"@username eze idi ala, onye nzuzu,anu ohia,akpa amu, zombie,ozu, iberibrism, anya anu. agwor gba gbuo gi die.. nkita mia ghi amu. akpa amu zachie ghi ukwu.. taaaaa ewu!!",Abuse
1417,89790988,@username i ma nneka wu onye iberibe,Abuse
1418,89790989,@username are you minding omojuwa. onye ekpenta amaro na akpupu ukwu bu na ukwu ka ana eyi a. anu bi na ofia.,Abuse
1419,89790990,@username lekwa udele osi gini na eme ya?,Abuse
1420,89790991,"@username 😂 nne gi bu akwuna, nkita ara, onye zuzu.",Abuse
1421,89790992,"@username i bu ezigbote onye iberibe, anuofia.  acho kwa na ihe i ga eji ndu gi mee, chowa onye na achogho gi.  you never troll her finish?  sha carry your stinking nose commit for her business.  anu mpama",Abuse
1422,89790993,"@username dede'nne, the guy is 'onye mgbu' 😂 😂 😂",Abuse
1423,89790994,"@username do you know the meaning of your name ""apari""? onye iberibe, onye na abagi uru, onye nzuzu, the list is so long.",Abuse
1424,89790995,"happy birthday to @username .. amazing super lady... iron lady, nnukwu nwanyi.... first off, i wish you more money, great health, comfort and joy .. nne, ribe ebule na nna gi n'akpa aturu!",Normal
1425,89790996,"@username nne gi nna gi still,udele,nne gi nna gi anumpama,product of a torn condom😂😂😂",Abuse
1426,89790997,"@username daalụ nne gi bụ onye wepụtara oge gị wee na-akụziri ụmụ ụwa asụsụ ala anyị. ndewo. onye nwe anyị gbaa gị ume. ise, ise, ise.",Normal
1427,89790998,"chai! soso ofu ife kam bu n' obi""@username : @username hahahahahha! i juta isi nkita, i were agba ya mee gini?""",Normal
1428,89790999,@username onye arụrụala mụọ,Abuse
1429,89791000,@username take am chop isi ewu. 😚😚,Abuse
1430,89791001,"alinga usu :d""@username : nkita ara ""@username : okuko igbo""@username : ewu ""@username : mkpi na agbo ofe ga naba ura""@username ",Abuse
1431,89791002,@username ndị afọ njọ akaria,Abuse
1432,89791003,"ewu, nkita ara, onye iberibe, mkpi, anu ofia, boateng, mumu ""@username : moyes' boys to the rescue.""",Abuse
1433,89791004,"ìgbo na ekwu si na nwata chọba nke ya ọbụrụ ajọ nwa  ya méré ọna abụ nwata kpakaria ibe ya na nkụ asi na ọkpara n'ajọ ọhịa  mazi nnamdi kanụ bụ ọdi mma ndị igbo k'ọna achọ, mànà onye amụma anaghị adi ire na ala nna ya  ụmụ igbo❤ @username ##url",Normal
1434,89791005,"ọ kwa e buru ozu onye ọzọ, ọ dị ka osisi kpọrọ nkụ. your dad couldn't wait for your convocation. only god knows why he left without reaping the fruit of his labour. may his soul rest in peace. take heart my friend. jee nke ọma nna victory 😥 ##url",Normal
1435,89791006,@username ndi igbo ndi nzuzu. multichoice selecti onye ofe mmanu to win this year make fa si na so ndi igbo na e meri since and unu anolu na twitter na echu onwe unu afa. tufia!!,Hate
1436,89791007,@username igbo--abia dialect onye ohi onye arụrụala,Abuse
1437,89791008,@username ndi igbo nnukwu isi aburu nnukwu uburu.,Normal
1438,89791009,@username see the stupid man we wanted to manage. ònye mgbu. onye ara..  come and win let us see. ewu mkpi...... there is no difference between you and hopeless uzọadaghimma.,Abuse
1439,89791010,@username onye iberibe eji obara awusa muoo ikwetagonu na onaeme?  iche na gi na ndi filani bu ogbo,Abuse
1440,89791011,@username 😂 😂 ajọ nwa sị window baa nne ya afọ.,Abuse
1441,89791012,@username as per anu ewu for ofe onugbu 😂,Normal
1442,89791013,@username ezigbo onye ori azuruazu,Abuse
1443,89791014,"""@username : @username mgbada wait for your scores. agba kwa na oso""anam anu...",Abuse
1444,89791015,"@username o nyu go nsi na uno uka ya....mana onye-nwe anyi meere ya ebere. ya nekwe ajuju juwa, till ojuta isi nkita!",Normal
1445,89791016,@username nwa nza rijua afọ oche lu chi yá áká mgba 😁😁😁😁👍,Normal
1446,89791017,olusigo  419  ezigbo onye ori azuru azu ka obu!  419 ##url,Abuse
1447,89791018,antonio dimkpa benin,Normal
1448,89791019,@username kee onye bụ onye ọgwụ?,Normal
1449,89791020,"@username 😂 😂 osi otu kurie nne ya, ọnụ ọjọọ",Abuse
1450,89791021,"@username nne, iwe gi adila oku, gbaghara’m n’ihi n’obu aka-olu ekwensu. bet e no go bad if we tag along tomorrow",Normal
1451,89791022,@username .....ajọ nwa.. 😂😂😂😂😂,Abuse
1452,89791023,@username see werey wey no geh family again kitikpa gbagbuo gi there,Abuse
1453,89791024,"mbe onye nemebi iwu si na nemebi iwu ya nke o meworo chigharia, me ihe ekpere n'ikpe na ezi omume, ya onwe ya geme ka nkpuru obi ya di ndu.",Normal
1454,89791025,@username onye mgbu you know is not possible 😂😂😂,Abuse
1455,89791026,"@username ezege go scout/sign more igbo rappers, biko.  ndi ofe mmanu adominatigokwa",Hate
1456,89791027,@username nna otoro gba gbuo gi there !!!  na obi sacrifice you ? nwanne na ata nwanne ya witch . ibu ewu awusa !! if you like no join make your country better . stay there let another fuul enter the office . start from there first b4 agitating.,Abuse
1457,89791028,@username na your mama for house wey no get sense. onukwu,Abuse
1458,89791029,how is her current husband taking all this? nke a bu ezigbo ihere.  agadi nwanyi n'agwo ofe,Abuse
1459,89791030,@username waga g onye ọgwụ. 🤣,Abuse
1460,89791031,"nwata chọba nke ya, ọ bụrụ ajọ nwa. ##url",Normal
1461,89791032,@username hapụ atụrụ awụsa ahụ. nwoke bụ ezigbote onye mgbu,Abuse
1462,89791033,@username did you shout 'ekwensu ewelu aru nyusaa oku mmuo....' for the culture.,Normal
1463,89791034,🤣🤣🤣🤣🤣🤣🤣after eating isi ewu and isi nkita ##url,Normal
1464,89791035,"instead of shawama»»abacha, for baleys»»nkwuocha, for hot dog»»anu nchi ,mgbada. :@username ",Normal
1465,89791036,"@username in 2023 or what, ijikwa anya gi ewu",Abuse
1466,89791037,"@username i have never seen a single reason why following you was a wrong choice for me.  over sense dey worry nne..  onye juu ekwensu, ya jukwa olu ya niile oo",Normal
1467,89791038,@username eze ule zuzupụọ,Abuse
1468,89791039,@username sorry ozu….. bupu onwe gi here. odika inuro ala nne gi ofuma,Abuse
1469,89791040,"the igbos say: ọkụkọ chefuo onye furo ya odu na udu-mmiri, udu-mmiri ọzọ na-abịa.  the message: do not bite the hand that feeds you.",Normal
1470,89791041,@username chai nwaanyi ofe mmanu,Hate
1471,89791042,@username 😂😂 onye arụrụala,Abuse
1472,89791043,"i would have responded with ""nwokem inaruo bee ụnụ ikpo nne gị damsel. atụrụ ọcha"" he's not ready to be employed in a professional setting. simple! ##url",Abuse
1473,89791044,look at this onye mgbu ##url,Abuse
1474,89791045,"@username roll call, isi ewu,isi okuko, isi nkita, isi...",Abuse
1475,89791046,"ndị enyi, ọrụ ebere abụghị naanị inyere ndị agụụ na-agụ, ma ọ bụ ndị akpịrị na-akpọ nkụ, ma ọ bụ iyi uwe ndị ahụ gba ọtọ, ma ọ bụ ileta ndị ọrịa na ndị a tụrụ mkpọrọ, ọ bụ karịa ngosipụta niile nke mmụọ kwesịrị ịchịkwa obi ndị kraịst",Normal
1476,89791047,"@username ọ dịghịkwa mma o. however, ""onye aghụghọ nwụọ, onye aghụghọ ibe ya elie ya."" 😀 #igbo",Normal
1477,89791048,"@username onukwube mpama, ewu awusa.. usu racha gi onu",Abuse
1478,89791049,@username ekwensu romanciya mami water!!!!!!!!,Normal
1479,89791050,soludo isi aki oyibo.,Abuse
1480,89791051,@username lmaoo.. nnenne gi nwa bu onye nkuzi mu,Normal
1481,89791052,soludo onye agwu n’apka. ##url,Abuse
1482,89791053,no isi ewu rt @username : lol rt @username : newcastle keeper is afo-anù!!!,Abuse
1483,89791054,emeka!! hahahahaha! ọnụ ọjọọ. ##url,Abuse
1484,89791055,come back to nigeria and continue ur 20k tank filling onye mgbu ##url,Abuse
1485,89791056,"@username bia nnukwu isi a, u neva see me!?",Abuse
1486,89791057,@username reply me asap nnukwu isi,Abuse
1487,89791058,ask it rt @username : is ejayuru a guy or a gal?rt @username : @username ndi akpiri...,Abuse
1488,89791059,@username food is ready ewu awusa,Abuse
1489,89791060,‘nwaanyi ike’ will revolutionise igbo series production ##url,Normal
1490,89791061,@username receive sense ijn:amen!  nkita ara  onye iberibe!,Abuse
1491,89791732,"ihe ugo ji ebe na osisi kpọrọ nkụ bụ, maka odi mma ya na osisi ahụ mgbe ọ dị ndụ.  south african shouldn't forget yesterday years when apartheid was finishing them, nigeria came for their rescue. #saynotoxenophobia @username ",Normal
1492,89791733,"@username not ibadan, not kano, not benin but enugu, ndị ofe mmanụ gá nu ṅụọ mmiri zuo ike.",Hate
1493,89791734,"@username otele, anumpam onye iberibe. amadioha amagbukwa gi.",Abuse
1494,89791735,"@username onukwu ka ibu mpama dika gị, gị na nna gị bu atụrụ, mkpi ezi ohia",Abuse
1495,89791736,"@username ezigbote onye mgbu o, i keep wondering who listens to him. dude is trying so hard to ride on mnk back to gain popularity. makachi umu otu ma obu umu aba nweta this man aga apia you 2by2 na azu olu",Abuse
1496,89791737,@username ara gbagbuo unu ndi ofe mmanu.  that is a huge title for women in our land,Hate
1497,89791738,@username onye aghụghọ highway,Abuse
1498,89791739,@username mechie eze ule. nigerian dotard,Abuse
1499,89791740,@username ikpu nne gi 😊,Abuse
1500,89791741,@username akwụna mma gị nwụrụ anwụ na your papa k!ll am.. that's why i jiri yiri panti nne gị na isi.,Abuse
1501,89791742,@username ofe mmanu na ndi ugwu,Hate
1502,89791743,@username oburo ordinary ewu onye nke a bu ewu awusa,Abuse
1503,89791744,"@username u will d!e a shameful d,eatth. onye ekpenta",Abuse
1504,89791745,"@username chelsea otu - abụọ liverpool  ọ dị mma   ka anyị na agba mbọ itule mkpebi ndị ụlọ ikpe   nwoke a obi tara mmiri muhammadu ntị anụ ihe salah enwe gwa ndị oti mkpu ya ka ha bulie ụtụ ngwa ahịa, ka ihe nwere sie re anyị ike.",Normal
1505,89791746,@username very big fool. ewu awusa,Abuse
1506,89791747,@username mgbada chijioke anyigor  0759446702  access bank  thank you sir,Abuse
1507,89791748,@username ihe obuna gi kuru…o gi na nna gi na nne gi ki n’agwa…nsiko,Abuse
1508,89791749,"this @username , ọ bụ nnọọ anụ ọhịa, ozu nwụrụ anwụ na esi isi.. ezi bida... akiri tagbuo gị ebe ahụ... ##url",Abuse
1509,89791750,"@username ifuro ekperima, ile mgbada 😂",Abuse
1510,89791751,head of fish or isi ewu? ##url,Normal
1511,89791752,😂 😂 😂 so if onye mgbu is not released your people should continue killing innocent people? ọ dị egwu #cgc  ##url,Abuse
1512,89791753,so that amu ewu didn't even bid for julian draxler????? onye iberibe nkita ara!!! #wenger,Abuse
1513,89791754,"@username nwanne, ubochi udele ga-agbokota na abia ngwa ngwa. n'ubọchi ahu, i gākọwa umu-nne-gi otú i si rere nwa-nne-gi.",Normal
1514,89791755,onye obula bu iheahu na atry ehack my twitter account otolo na kitikpa na enwero nwanne ga agbapia gi akwa amu..,Abuse
1515,89791756,@username nwata nwanyi a ehn. o nwere isi aki oyibo,Abuse
1516,89791757,@username ozu otu gbagbuo nne gi there mkpi,Abuse
1517,89791758,@username shift.... onye ime ezi,Abuse
1518,89791759,@username nne nne😂😂😂...okwa ndi ofe mmanu,Hate
1519,89791760,nekwanu onye ahu ooo onye ala chukwu kpo kwa gi oku ara chiumu chibakwagi  onye nzuzu ##url,Abuse
1520,89791761,"'nwa nza n'agba egwu n'uzo marukwa  n' onwelu ihe na - akurunwa egwu n' ofia'' translated: a bird dancing on the road, be sure that the drum bit is by the bush. meaning: a sudden queer behaviour by a person or group of persons, the cause may not be far fetched.   ututu oma. ##url",Normal
1521,89791762,@username mgbada iwe. nna eziokwu ka ikwuru.,Abuse
1522,89791763,"@username onye iberibe, ezi ofia, onye amosu, onye agbalionwe, nwa nkita, nwa enwe, what exactly are u trying to say? i want to send u the money drop ur account details. nwa ewu. ike mbe like u..",Abuse
1523,89791764,@username anú mpama. onye nzuzu. uburu gi foro ofu nfu oku. ewu. nnama. nee ka odi ka ncha nzu. ocha ka omaka. nne na ijoka.,Abuse
1524,89791765,"onye mee onwe ya onye mgbu, ụwa nyewezie ya ji na aja, ọ chọwa onye ọ ga-asi na-ata ya amosu.  nke onye metere, ya buru.",Normal
1525,89791766,@username ikpu nne gi is landlocked with 20iches dick. ozu nwuru anwu,Abuse
1526,89791767,##url  to those who wnt 2 hear some nu ishhcheck out oya eh..onye agwu.. and iwaju iwaju thanks,Abuse
1527,89791768,hahahaha doors of criminality and lies onye oshi di ka gi ##url,Abuse
1528,89791769,"@username your lucky day , he should have used you for the gods. ọkwa nwa nza rijuo afọ o chelu chi ya aka mgba",Normal
1529,89791770,"@username asi nwanyi oma...the main onye mgbu but onye nwetelu #2,200...a na achupu onye nwe shop ka enwelu shop ya setie olu, o'comply kwa nalu nke ruoru ya juo ezigbo oyi😂",Abuse
1530,89791771,"hahaha.. ibiakwa""@username : i juta isi nkita i were agba ya mee gini?rt @username : @username nwanyi oma, how was de procession?""",Normal
1531,89791772,@username anu ofia utobo echem na inwere uche  oputara na óbú mkpi gbara nne gí?,Abuse
1532,89791773,@username zombie move ahead! kitikpa gbagbuo gi there! 🤣,Abuse
1533,89791774,@username ifurozi onye na akpọ mmadụ onye agwụ,Abuse
1534,89791775,agadi nwoke na agwo ofe 😒😒😒🌚 ##url,Abuse
1535,89791776,"eburu ozu onye ozo, o dika ebu ógbè osisi kporo nku 😭",Normal
1536,89791777,"nwere nwayò, ha ga aguta ife idere  ""@username : i dont hate yoruba people. i just...fuck it mehn. ndi ofe mmanu bu ndi nzuzu""",Hate
1537,89791778,"@username ijuta isi nkita, i ya iji agba ya me gini #igboproverbfriday",Normal
1538,89791779,"chi efosaanu o!  ndụ ka akụ ma bụrụkwa isi. ọfọ m na-agọ n’isi nwoke na nwaanyị taa bụ na ka i ji ndụ ya aga igba mbọ aka aja aja ka ọnụ wee bụrụ gị na ndị be gị mmanụ mmanụ, ụkwụ ị ga-eji abata ga-aka nke i ji pụọ mma.",Normal
1539,89791780,@username 😂😂 ajọ nwa,Abuse
1540,89791781,@username hapu onye iberibe aaa! osukosu nwamkpi su ga ya!!,Abuse
1541,89791782,"dis nite ke ? rt @username : isi monkey""@username : aturu rt @username : isi ewu""@username : ewu ...""""",Abuse
1542,89791783,"@username nne na nna gi mugu,generation born and unborn mugu…azu amu gi mugu,ike gi mugu,otele gi mugu",Abuse
1543,89791784,"@username eriri eri ogbuogi dia, onye iberibe,  itiboribo dika gi, taa gbafue, ewu nt'ike...mchew",Abuse
1544,89791785,utọbo nwangene 1 otele ọkụkọ ọcha nke mbụ  isi aki oyibo ##url,Abuse
1545,89791786,"@username onye nzuzu is singular,....nigerians = ndi nzuzu 😅",Abuse
1546,89791787,"@username efulefu, onye eri eri.",Abuse
1547,89791788,@username plis ọkụkọ igbo,Abuse
1548,89791789,"@username usu ogu imi. i wughi anu ala,i wughi anu elu. o huru nri da obo, ndi ofe mmanu ji e hicha ike .",Hate
1549,89791790,@username afo anu a osi ebe maputa.  unu akowaziri ya ofuma na anyi kwadoro akwado.  ndi ofe mmanu eehh,Hate
1550,89791791,@username nwọke ahụ bu onye iberibe 😂😂😂😂,Abuse
1551,89791792,@username nti eleke.......senior onye iberibe di ka gi... madam level up ..ina ka zi kwa nka ..lekwa gi lee wrinkles maka na ihetiri amaka...#amakaourwinner,Abuse
1552,89791793,"@username but guy, nwa nza ga-agba obara ka o ha. na there him power reach",Normal
1553,89791794,"@username 😂😂😂😂 i bu nnøø ezigbote onye iberibe..ofeke amarø mgbe ekere nkú úkwaa..onye atùørø iluu køwara ya,,imara na ego ejiri lùø nne ya ghørø ahia..  chai!!,why are u lai this?.",Abuse
1554,89791795,"lmao""@username : bush man. onye ime ezi. ime obodo na emesi ya ike. ##url",Abuse
1555,89791796,did i just hear u say abacha? *rubbing hands 2geda* rt @username : ndi usa. jiri nu nwayo ka abacha ju madu afo o!  @username,Abuse
1556,89791797,"@username ezi bida, otele gbawa nne gi dere.",Abuse
1557,89791798,adighi elim eli ka udele...,Normal
1558,89791799,@username nwoke ọnwụ n'ekwe😭 ajị inwere ọnụ ọjọọ 😂 🤣 🤣.,Normal
1559,89791800,"@username ekwensu , so lovely",Abuse
1560,89791801,lmfao! lekwe.....mchew##url iberibe! isi'gi meibele! rt @username : @username isi o meibiele go? ekwelem bagi akante!,Abuse
1561,89791802,@username oga a bụkwa ji agwọ ru agwọ,Normal
1562,89791803,@username i bụ ezigbote onukwu! businesses and campaigns have been going on and elections will record massive turn out and onye iberibe di ka gi is talking about sit at home. o di ka ana e sendilụ ụnụ mkpụlụmmiri?,Abuse
1563,89791804,"@username gullibility indeed! ""nwa nza na ere oku, o si na ya na aha mmanu"". #ebeano steadily shows all working nt a ""momentary showoffs"". ##url",Normal
1564,89791805,@username 😂🤣😂🤣😂 for your mind. onye ọgwụ ego. hurt kee you dia,Abuse
1565,89791806,"@username kitikpa gbagbuo gi gi bu nwa ,,haba!",Abuse
1566,89791807,"@username ejiofor bu onye oshi,obu ya rere our be leader mnk.",Abuse
1567,89791808,@username i prefer onye nzuzu 😂😂,Abuse
1568,89791809,"ọ kwa mmadụ ka a na-agwọrọ isi ewu, ọ na-eche?",Normal
1569,89791810,@username onye iberibe atulu hausa ezi bida aunty rest life is not that deep.,Abuse
1570,89791811,"while you argue isi ọdụm and isi agụ dress, remember, there is isi nkịta, isi mgbada and isi buusu.  🤣🤣🤣🤣",Normal
1571,89791812,@username okenye na agwọ ofe.. onye iberibe 🤣🤣,Abuse
1572,89791813,@username rie nsi aturu,Abuse
1573,89791814,@username kitikpa gbagbuo gi,Abuse
1574,89791815,@username mtcheew. onye mgbu o nwelụ gf ọfodụ wife?,Abuse
1575,89791816,"@username a wise man, not this anụ ọhia ##url",Abuse
1576,89791817,"n'omenala igbo tupu nwoke alụọ nwaanyị nna ya, nne ya na ụmụnna ya ga-ama maka nke ahụ. nwaanyị ọ bụla o dubatara n'ụlọ n'emeghị ego isi ya, ezinụlọ anaghị anabata ya.",Normal
1577,89791818,"@username please sir join your force with peter obi. let us build a formidable team with him so we'll have an igbo president. igwe bu ike ndi igbo, anayi agbaji ukwu aziza",Normal
1578,89791819,open your eyes  gaa juo ndi nnanna gi ihe mmadu ji aka mmadu ibe ya,Normal
1579,89791820,"@username ma ndị nwoke na ndị inyom na-aghọgbu ndị hụrụ ha n'anya, ma nwoke ma nwanyị bụ ndị ikpe mara.  ịgbaghara onye aghụghọ siri ike n'ihi na ọ na-adọwa mmadụ,mana ndị mmadụ ka na-agbaghara &amp; ụfọdụ ndị aghụghọ na-atụgharị akwụkwọ ọhụrụ ma agbagharachara ya",Normal
1580,89791821,@username #ompa #mmanyam my hero of d week goes to david luiz of chelsea infact d guy bu mgbada onye egwu #bethehero,Normal
1581,89791822,"ndi ofe mmanu and ndi ugwu come together to fight him,what he did was the best ##url",Hate
1582,89791823,@username otu nne gi there !!!umu ndi ori. ndi ara,Abuse
1583,89791824,@username okpo  anumpama onukwu  anu ohia,Abuse
1584,89791825,@username anụ mpama. irikwala ofe mmanụ taa.,Abuse
1585,89791826,ekwensu yi akwa ọcha so ina akocha mmadụ ọnụ. enyegom gị ọrụ na ụtụtụ a nwa chukwu bụrụ ọnụ. udene ga eji ikpu nne gị eme pepper soup anuofia. nwoke bu ikpu na etiti ụkwụ ya agaghari. kitikpa lacha gị anya adaka. ##url,Abuse
1586,89791827,"ajọ nwanyị gbaa afọ,ọ dịrị dị nụrụ ya.",Normal
1587,89791828,@username dị anyị gbu oro ya anụ nchi ma ọbụ mgbada,Normal
1588,89791829,"@username but ifeoma onye juu gi, opinion nka ikoro ubu",Normal
1589,89791830,"onye agwu ""@username : nneka answer the question""@username : @username why d casting, okoro?""""",Abuse
1590,89791831,now he knows.  otimkpu onye oshi... ##url,Abuse
1591,89791832,@username ndi ofe mmanu ndi ara ....,Hate
1592,89791833,@username ekpere ma! nke nne gi na umunwanyi nile in your generation gbarie into thousand pieces. onye ori!,Abuse
1593,89791834,"@username nya i na ayi ezigbote ala,ka i bia ebe bunye anyi nke ndi ofe mmanu bunye gi o kwa ya",Hate
1594,89791835,@username ugbuakpu okija gbuo nna gi na nne gi  ihe ọma enweghị ike ime na ndụ gị. you are nothing but a walking corpse! go and meet your afar and check because you’re you just a time bomb ticking and waiting for your death day. ask your so called useless,Abuse
1595,89791836,isi nkita nancy! *tongue* @username,Abuse
1596,89791837,@username lol. i'm truly looking but achom onye isi di mma. oburo onye ga wa'm nnukwu isi. abu'm nwa izizi mmadu,Normal
1597,89791838,"@username ndị igbo si na: atụalụ ọmalụ, ọ mara ma n'atụalụ ofeke, ọ fenye isi n'ọhịa. daalụ maka nkea, n'ihi na onye sịrị na ụkwụ nwanne ya dị ka ọkpa ele n'ọhịa ntá buzikwanu ogbu mmadụ. ọzọ emena, igbo ga na aga n'irụ.",Normal
1598,89791839,@username onye ori😂😂😂 demon kill u there,Abuse
1599,89791840,@username ajụ m ekwensu na ọrụ ya nile!,Normal
1600,89791841,@username onye iberibe. u don de talk like small pikin,Abuse
1601,89791842,“gringo” “omo ibo” “akata” “aje-reke” “onye ofe mmanụ” “ndi ohu” etc are harmless by their direct interpretations. but you know.,Hate
1602,89791843,@username ị nwee bad mind that's why you read another meaning into an innocent comment. ajọ nwa,Abuse
1603,89791844,@username come and beat me nau  nnukwu isi😐,Abuse
1604,89791845,@username atụrụ gbalu egwu na iru bee nna gị obviously makakwu,Normal
1605,89791846,@username nwa nza story,Normal
1606,89791847,@username ugbua bụ oge ndị igbo anyị achọghị iji ntị anụ asụsụ ọzọ 🤗,Normal
1607,89791848,"@username no be only banish na expulsion,since na your papa create the world ewu ,anuofia.onye iberibe ##url",Abuse
1608,89791849,@username 😂 😂 🤣 🤣 ọnụ ọjọọ,Abuse
1609,89791850,@username onwu light to path nne gi na nna gi kiiiii you there! otele!,Abuse
1610,89791851,@username hapu that anu mpama. onye ofe mmanu,Hate
1611,89791852,@username she has obi okwute. i pity elo sha,Abuse
1612,89791853,"@username ewu awusa, to be precise",Abuse
1613,89791854,@username iwu anu mpama. ezigbote onye nzuzu ... onye ara..ozu nwurunanwu. you sef blocked!,Abuse
1614,89791855,@username onye oshi. see this conc akwụnakwụna,Abuse
1615,89791856,#lunchtimewaka   dey 🔛       #np  ana enwe obodo enwe @username #traffictainment 📶     #trafficupdates ##url,Normal
1616,89791857,@username onye ala. u must come with an insult ewu,Abuse
1617,89791858,@username imara mma nwaanyi bekee 🥰,Normal
1618,89791859,"mana otutu.ndi ka n'onu-ogu siri ka ahapu nnanna onye iberiibe, maka n'onweghi ihe aga eme onye nzuzu, karia nke o mere onwe ya.",Abuse
1619,89791860,@username abum ezigbo onye nnewi mana aburom onye oshi!,Abuse
1620,89791861,"azu :* @username : same.... ewu. #muah ""@username : onye iberibe :p ...... gud.u? @username : tot as much!!! lazy boy :p... haawa u na?""",Abuse
